color,fullmove,legal_moves,count
Black,71,14,3351
Black,34,39,2736
White,32,10,700
White,23,55,362
Black,174,8,16
White,20,4,1680
Black,194,20,6
White,50,50,26
White,187,16,15
Black,31,57,20
White,181,25,8
White,47,14,5549
Black,49,29,2892
White,177,6,23
White,119,13,443
White,168,31,9
Black,183,26,8
Black,154,33,5
Black,69,47,6
Black,71,13,3020
Black,73,52,2
White,64,58,1
White,76,42,35
Black,53,51,5
White,177,18,18
Black,141,23,60
Black,24,57,66
Black,63,41,62
White,165,6,48
Black,152,13,82
White,78,9,994
Black,61,37,270
White,77,28,1197
Black,154,19,93
Black,35,8,1493
White,23,65,4
White,95,26,652
White,165,31,3
Black,189,7,8
White,39,11,1966
Black,72,46,5
White,26,12,384
White,172,17,33
Black,81,8,1008
Black,95,26,496
Black,22,47,2330
Black,49,23,5329
White,40,31,5036
Black,15,61,12
White,159,17,50
Black,83,36,58
Black,14,39,11528
Black,125,10,171
Black,23,42,5540
Black,64,27,1921
White,90,24,802
Black,55,41,166
White,64,19,5586
Black,23,39,7756
Black,174,17,21
White,146,17,99
White,164,33,2
White,69,13,3020
White,10,33,8941
Black,183,21,7
White,154,36,1
White,129,1,40
White,63,19,5695
White,14,36,12120
Black,10,3,1291
White,89,21,1148
White,82,1,241
Black,186,23,4
Black,43,24,6352
White,38,35,3924
Black,143,8,73
Black,190,12,12
White,12,53,1417
White,192,12,13
Black,12,10,28
White,32,38,5006
Black,51,37,576
Black,61,39,163
White,117,10,227
Black,21,15,685
Black,54,12,4629
White,44,13,4096
White,66,18,4223
Black,54,53,2
White,43,34,2926
White,200,26,3
White,11,53,1403
Black,92,7,765
Black,49,36,802
Black,193,4,8
Black,35,42,1472
White,113,32,68
White,174,10,12
White,55,56,2
Black,137,11,137
White,82,4,1675
Black,140,4,133
Black,80,31,366
White,143,27,46
White,101,7,507
Black,73,43,16
White,39,17,6349
White,16,43,10033
White,82,24,1170
Black,133,17,190
White,74,42,49
Black,115,28,146
White,101,12,703
Black,177,2,13
White,9,14,18
White,17,58,202
Black,19,14,299
Black,35,50,181
White,143,23,68
White,100,30,287
White,30,14,1652
Black,23,50,935
White,56,33,1386
Black,161,29,15
Black,111,28,173
White,17,9,91
Black,67,20,3548
Black,170,55,1
White,29,34,7839
White,27,34,8807
Black,118,12,385
White,58,44,91
White,164,19,76
Black,87,25,719
White,90,34,104
White,34,66,2
White,99,15,1053
White,23,12,187
White,198,18,8
Black,9,27,5646
Black,11,16,118
White,150,32,9
Black,15,30,9138
Black,19,59,38
Black,30,22,7126
White,91,22,1249
Black,40,8,2095
Black,12,22,1286
White,71,25,2003
White,175,9,11
Black,97,38,14
White,189,18,7
White,95,15,1246
Black,82,29,509
Black,180,6,14
Black,70,30,829
Black,14,47,3128
Black,174,31,2
White,13,61,64
White,130,31,27
Black,24,41,5860
Black,53,24,4130
Black,174,14,32
Black,73,19,3983
White,50,55,1
Black,185,24,7
Black,159,1,16
Black,22,36,10114
Black,152,6,88
White,16,12,48
White,192,32,1
Black,118,21,216
Black,172,12,30
White,76,21,1994
Black,119,3,239
Black,77,15,2779
Black,134,34,8
White,52,20,6901
Black,173,11,24
White,106,27,341
White,165,25,24
White,30,57,67
Black,60,53,1
Black,167,1,13
White,46,58,2
Black,83,1,318
White,173,3,18
White,12,38,13359
Black,127,11,210
White,70,6,3005
Black,35,61,3
Black,66,36,257
White,65,29,1964
White,104,40,12
Black,120,15,432
Black,47,48,44
White,50,52,16
Black,59,26,2761
Black,101,27,327
White,187,18,13
White,178,30,5
Black,48,44,139
Black,34,32,5648
Black,155,33,4
Black,48,58,1
Black,69,10,1935
Black,114,49,1
Black,186,26,10
White,114,38,8
Black,29,8,757
Black,136,5,176
White,159,28,26
White,95,47,2
Black,181,2,9
Black,180,31,2
Black,108,12,606
White,168,17,40
White,12,14,49
Black,123,11,245
White,169,34,2
Black,92,48,2
Black,59,51,2
Black,90,11,1001
Black,55,52,4
Black,59,12,4059
Black,41,42,650
White,106,6,701
White,86,53,1
Black,33,63,1
White,26,17,1796
Black,22,8,277
Black,173,33,3
White,138,23,84
White,20,27,4932
White,164,25,25
Black,183,10,13
Black,50,19,7770
Black,126,9,161
White,158,29,13
White,139,35,4
White,79,52,1
White,123,20,311
White,85,15,1771
Black,92,39,12
Black,16,25,3970
Black,21,17,1196
Black,164,18,30
White,62,41,120
Black,24,3,3225
Black,45,38,901
White,180,27,10
White,194,11,11
White,160,14,49
Black,153,7,47
Black,113,12,529
Black,105,23,334
White,101,25,441
Black,102,22,691
White,44,17,7204
White,146,24,60
Black,165,8,29
White,86,26,897
Black,164,23,24
White,177,7,20
White,58,25,3866
Black,77,53,2
Black,153,21,36
White,174,2,5
White,51,52,13
Black,134,41,1
White,15,42,11337
Black,156,33,3
Black,137,7,103
White,133,34,10
Black,159,7,42
Black,50,4,6178
Black,65,24,2241
Black,132,32,18
White,154,38,1
Black,118,25,166
Black,104,8,350
White,109,25,309
Black,64,11,2755
Black,135,23,94
Black,106,29,172
White,126,16,322
Black,66,41,59
Black,176,19,22
Black,188,25,6
White,119,36,7
Black,183,29,9
White,17,15,130
Black,200,33,1
White,41,54,28
Black,30,16,3893
Black,33,60,1
White,30,13,1265
Black,195,10,5
White,64,47,17
Black,63,46,16
White,88,49,1
White,176,4,33
White,73,59,1
Black,90,14,1443
Black,125,9,144
Black,109,34,33
Black,151,7,64
Black,69,41,50
Black,28,13,1493
Black,158,26,24
Black,160,39,1
Black,29,39,4637
Black,97,20,844
Black,22,14,592
Black,155,16,71
White,134,12,178
White,119,40,3
Black,33,24,8124
Black,28,54,137
Black,159,18,40
White,92,39,33
Black,42,23,6987
Black,14,21,1138
White,75,36,220
Black,66,13,3725
White,94,1,165
Black,23,61,15
White,16,31,6854
Black,62,19,5844
Black,119,8,199
Black,29,22,6833
Black,144,25,59
Black,166,22,31
Black,146,35,1
Black,75,51,2
Black,192,28,2
Black,81,37,69
White,157,9,36
Black,9,40,10004
Black,137,33,14
Black,119,27,149
Black,36,26,7325
Black,117,18,374
White,23,46,4312
White,20,39,10902
White,44,59,3
White,183,11,12
White,188,1,2
Black,27,18,3794
White,77,26,1512
Black,30,56,51
White,115,35,26
White,71,49,4
Black,52,49,21
White,61,46,38
Black,132,33,15
White,72,16,3301
White,167,13,35
White,155,8,35
Black,14,15,121
Black,52,19,7464
Black,58,20,5221
Black,92,40,9
White,95,9,516
Black,87,2,643
Black,143,2,40
Black,66,52,2
White,145,32,10
Black,143,9,58
Black,63,42,50
White,78,15,2411
Black,121,34,13
Black,30,41,3103
Black,126,8,142
Black,136,17,157
White,18,51,2041
Black,27,1,1530
White,140,34,4
White,56,12,3686
Black,169,7,22
White,111,33,50
White,65,9,1654
White,78,29,921
White,180,29,2
Black,118,45,1
White,19,45,6788
White,144,18,105
White,13,3,1102
White,185,5,15
Black,34,40,2310
Black,140,34,2
White,11,22,439
White,51,6,4420
Black,102,13,887
White,75,5,2555
White,118,30,96
Black,169,24,24
White,11,25,1164
Black,154,14,68
Black,57,18,6115
White,65,21,3561
Black,153,25,32
Black,158,4,63
Black,12,28,6560
White,128,30,52
White,146,16,92
Black,119,37,6
White,183,13,18
Black,58,35,463
White,18,34,10208
Black,77,40,35
Black,18,11,69
Black,10,15,83
White,40,11,2122
Black,33,3,4780
White,48,31,3079
White,55,41,261
Black,51,44,104
White,102,42,5
Black,81,35,108
Black,73,5,2981
Black,18,19,1143
Black,130,3,139
White,136,4,146
White,73,51,1
White,10,52,1903
White,33,38,4556
Black,123,7,204
Black,45,13,5599
White,154,26,34
Black,66,50,2
White,181,15,16
White,188,5,10
Black,73,41,32
White,68,33,677
White,14,62,41
White,63,23,3378
Black,118,24,188
White,57,16,5845
White,62,12,3152
White,101,10,512
Black,158,2,27
Black,144,21,71
White,24,65,4
White,133,44,2
Black,13,58,71
Black,70,13,3170
White,156,9,43
White,132,16,207
Black,40,3,5438
Black,41,11,3053
Black,76,10,1426
White,89,20,1352
Black,125,1,63
Black,111,19,822
White,17,5,992
White,163,10,33
White,39,53,76
Black,154,23,33
Black,13,39,11390
Black,25,51,586
Black,173,7,26
White,199,12,5
White,128,38,3
Black,178,31,2
Black,126,22,181
White,195,29,2
Black,43,31,3121
Black,76,54,1
Black,12,59,41
Black,69,13,3410
White,124,38,4
White,174,31,5
White,76,5,2408
Black,54,39,250
White,27,64,3
Black,116,16,522
Black,161,25,27
White,154,39,1
Black,26,15,1810
White,118,18,354
Black,180,9,11
Black,80,6,2071
White,28,51,724
White,34,41,2728
Black,50,11,3868
White,52,26,4895
White,27,21,4427
Black,117,20,332
Black,197,15,9
Black,105,6,684
White,73,28,1391
White,66,23,2917
White,26,4,2531
White,30,60,21
Black,96,12,1019
White,169,16,29
White,111,4,497
White,171,8,19
White,47,34,2083
Black,86,4,1667
White,110,39,9
Black,23,29,8722
Black,139,39,1
White,43,1,1080
Black,135,26,76
White,18,53,1151
White,166,24,18
White,126,37,5
Black,157,11,41
Black,134,25,74
Black,168,3,23
Black,35,2,4114
Black,12,44,5950
White,45,33,2921
White,69,7,1842
White,100,27,416
White,137,35,7
Black,48,47,64
Black,11,15,80
Black,131,27,66
Black,64,55,1
Black,77,35,128
White,142,19,187
White,181,14,21
White,66,39,196
Black,89,16,1674
Black,146,33,6
Black,77,14,2560
Black,186,11,15
White,189,49,1
Black,98,5,944
White,147,2,40
Black,58,36,399
White,115,21,304
Black,105,35,21
White,136,17,185
White,185,11,12
White,114,28,196
Black,88,5,1546
White,140,26,87
White,178,9,8
Black,113,43,1
White,119,48,1
Black,73,42,35
Black,123,10,197
Black,37,3,5031
Black,75,35,160
Black,58,50,6
White,154,28,26
White,170,32,2
Black,98,7,614
White,11,63,25
White,49,48,48
White,19,26,3613
Black,80,47,1
White,170,28,10
White,133,37,4
Black,81,19,2934
Black,22,48,1835
White,34,49,511
Black,57,34,606
White,41,11,2269
White,25,33,9230
White,23,24,4252
White,36,52,163
White,123,5,281
White,131,39,2
White,62,40,220
White,68,45,27
Black,190,4,11
Black,68,27,1505
White,55,25,4398
White,123,9,156
Black,123,8,173
White,36,23,7916
White,12,22,479
Black,168,9,20
White,32,58,25
Black,11,28,6681
White,111,29,198
Black,86,40,26
Black,200,4,7
Black,187,4,16
White,81,54,1
Black,50,44,112
White,63,47,24
White,98,22,909
Black,72,44,16
White,73,53,1
White,154,3,37
White,168,20,40
Black,145,34,2
White,82,26,1192
Black,136,25,74
Black,162,27,14
White,38,5,3964
Black,167,30,6
White,15,33,8956
Black,98,16,1143
White,24,42,6879
White,190,16,15
White,61,2,1591
White,86,44,17
Black,116,8,226
White,109,6,624
White,146,25,53
White,127,27,118
White,109,1,86
Black,57,41,138
White,143,25,54
White,117,17,449
White,30,29,8417
Black,30,10,850
Black,39,56,9
White,138,37,1
Black,11,40,10593
White,15,57,337
Black,138,6,160
White,69,28,1743
White,113,38,11
Black,85,48,2
Black,156,8,39
Black,13,1,504
Black,11,48,2246
Black,154,13,75
Black,33,22,7662
White,85,13,1618
White,101,34,57
Black,107,8,288
White,99,47,1
White,178,19,31
White,70,15,3469
White,82,37,99
Black,32,30,7183
Black,31,11,1399
Black,117,4,372
Black,74,1,427
Black,76,6,2466
Black,119,10,228
Black,101,5,807
White,169,10,23
Black,91,36,39
White,138,14,170
White,17,1,464
Black,153,30,18
White,70,1,388
Black,28,34,7587
White,164,15,47
White,176,24,14
Black,103,26,366
White,182,21,7
Black,17,58,71
Black,42,25,6087
Black,76,8,1301
White,76,9,1020
Black,70,36,173
White,167,8,25
White,41,43,800
Black,111,21,318
White,86,50,3
White,59,12,3427
Black,138,19,208
Black,129,6,240
White,163,1,6
White,61,32,1242
Black,159,21,29
White,107,43,5
White,76,11,1552
White,118,35,11
Black,66,20,3669
White,30,12,878
Black,61,28,1823
White,101,41,12
White,102,13,817
White,149,3,48
Black,130,36,2
Black,51,2,3235
Black,38,40,1470
Black,12,7,218
Black,83,13,1929
Black,121,4,295
White,145,16,110
Black,37,25,7604
White,66,14,3605
Black,91,12,1253
White,79,25,1349
Black,10,21,778
Black,145,15,125
Black,61,47,14
Black,136,39,1
White,77,41,60
Black,32,1,1863
Black,84,3,1196
White,68,14,3376
Black,25,36,8301
Black,144,24,54
Black,198,22,7
White,46,57,4
White,28,40,6016
White,68,1,412
White,167,33,2
White,192,29,1
Black,49,21,6307
White,37,9,1140
White,200,25,5
Black,166,5,36
White,181,28,7
White,28,62,7
White,198,21,7
White,143,35,1
White,90,29,543
Black,138,35,6
Black,36,52,78
White,163,8,30
White,16,68,1
White,15,36,11801
White,51,28,4126
Black,35,53,65
Black,98,9,515
Black,23,26,7137
White,68,36,363
White,81,46,5
Black,41,56,5
White,149,2,31
White,11,62,31
Black,11,66,1
Black,154,35,1
Black,100,38,6
White,73,16,3207
White,14,51,2423
Black,141,32,6
White,123,18,285
White,167,3,14
Black,27,43,3223
Black,91,17,1595
White,82,51,1
White,84,41,27
White,37,34,4764
Black,50,17,7635
Black,21,45,3942
White,137,3,83
Black,160,13,62
White,38,37,3172
White,184,26,9
White,55,16,6066
White,38,4,4497
White,142,16,135
White,132,27,103
White,15,61,48
White,177,11,16
White,179,23,14
Black,41,8,2237
White,122,3,199
White,93,15,1357
White,11,33,9054
Black,163,35,1
White,171,26,14
Black,10,28,6937
White,134,34,11
Black,157,20,48
Black,68,36,196
White,35,18,5842
White,60,14,4477
White,198,23,3
White,31,61,9
White,88,46,5
Black,128,22,180
White,90,49,1
Black,37,47,335
Black,35,25,7897
Black,175,11,21
Black,188,18,9
Black,87,35,74
Black,124,29,88
White,64,42,93
Black,159,3,40
Black,12,13,44
White,72,21,2655
White,29,62,6
Black,14,62,5
Black,65,27,1797
Black,72,27,1287
White,87,35,118
Black,186,18,9
Black,124,8,159
Black,73,26,1369
White,37,12,2232
Black,20,23,3806
White,179,15,25
Black,169,5,46
White,19,24,2392
Black,63,20,4162
White,18,19,526
White,196,16,8
Black,65,53,1
Black,49,25,4599
Black,196,23,1
Black,109,38,5
Black,48,29,3105
White,81,36,134
White,56,34,1086
White,78,5,2225
White,155,28,30
Black,44,51,32
White,25,2,2039
White,124,33,25
White,82,43,18
Black,110,15,663
White,13,23,703
Black,43,10,2877
Black,92,11,973
White,60,34,866
White,46,42,521
Black,95,29,337
Black,196,11,8
Black,69,34,303
White,182,20,17
Black,98,42,8
Black,151,24,29
Black,16,40,9982
White,180,9,8
Black,34,8,1384
Black,110,41,3
White,42,2,2961
White,21,64,5
White,45,35,2166
White,48,15,6313
Black,63,18,4913
White,123,3,158
White,62,3,2753
Black,115,4,443
Black,97,34,40
White,152,33,1
Black,56,35,542
White,174,3,14
White,156,21,46
Black,81,34,139
White,118,16,458
White,146,22,97
White,124,37,8
White,189,3,10
White,144,7,64
Black,161,15,63
Black,104,36,22
Black,199,18,3
Black,75,31,459
Black,77,43,8
White,110,46,1
White,16,18,252
Black,28,22,6486
Black,131,26,87
White,152,19,106
White,80,6,2087
Black,49,31,1981
Black,70,45,5
Black,182,19,17
Black,85,7,1118
Black,99,8,471
White,121,26,175
Black,80,33,197
Black,14,30,8981
Black,9,45,4066
Black,56,33,846
White,39,12,2616
White,94,12,1028
Black,102,28,281
Black,118,37,2
Black,79,38,48
White,143,28,38
Black,112,32,54
Black,38,62,1
White,131,4,189
Black,17,5,1208
White,109,37,18
White,178,12,22
Black,26,14,1346
Black,180,28,10
Black,63,50,2
White,68,43,47
Black,163,12,35
White,68,12,2595
White,24,50,1621
White,109,18,629
White,111,19,976
White,93,25,641
White,101,36,49
Black,32,13,2650
Black,78,16,2775
Black,106,41,1
Black,176,17,20
White,31,13,1428
Black,55,31,1324
Black,14,26,4272
Black,97,42,5
White,91,43,6
White,192,5,11
Black,22,7,569
White,62,15,4664
White,25,21,3399
White,144,11,76
White,64,49,5
White,43,4,4914
White,160,12,61
Black,137,38,2
Black,16,8,137
White,142,34,1
Black,53,32,1212
White,88,9,691
Black,41,4,6231
Black,148,13,92
White,11,8,88
White,128,23,124
Black,181,31,3
Black,28,24,7390
White,61,57,4
White,76,25,1593
Black,111,14,583
White,169,7,18
Black,103,23,357
White,111,18,508
White,191,47,1
Black,35,19,7360
Black,181,23,7
White,59,20,5440
Black,26,20,4501
Black,21,22,3543
White,88,26,918
Black,37,13,4084
Black,52,2,3247
White,101,5,813
Black,16,9,68
Black,59,8,2549
White,157,7,42
Black,140,37,1
Black,145,24,65
White,99,20,900
Black,163,22,28
White,143,44,1
White,133,43,2
White,72,18,3229
Black,124,26,130
Black,32,23,7992
White,87,17,1788
White,119,30,101
White,200,24,6
Black,23,23,5180
Black,23,10,201
White,123,26,149
White,195,28,2
Black,181,29,7
Black,148,29,32
White,28,33,8558
White,18,50,2669
Black,157,24,32
White,31,16,3226
Black,28,1,1559
White,48,50,37
White,14,55,700
Black,115,13,519
White,178,14,20
Black,95,17,1296
White,15,46,7159
White,31,18,4213
Black,46,5,5700
White,108,26,314
White,134,24,88
White,46,16,6728
White,132,12,206
Black,47,52,13
White,30,4,3167
White,69,27,2050
White,196,19,9
Black,33,34,5301
Black,129,10,137
Black,158,29,10
Black,84,34,110
Black,19,36,11046
Black,50,31,1940
Black,116,35,14
White,156,35,2
White,190,23,8
Black,195,25,1
White,26,16,1426
White,63,14,3967
White,160,10,33
Black,150,21,46
White,77,24,1489
Black,56,12,4414
Black,90,24,662
Black,37,36,2860
Black,73,38,83
White,18,64,5
Black,35,60,3
White,31,17,3796
Black,83,34,120
White,49,59,1
White,79,41,43
Black,170,8,17
White,156,29,18
White,18,62,25
White,75,18,2885
Black,200,27,3
White,168,19,60
White,116,11,290
White,187,12,14
White,95,19,1833
Black,151,19,78
Black,198,15,4
Black,40,24,7003
White,94,2,405
White,25,23,4629
Black,87,38,41
White,81,8,861
White,150,50,1
White,30,24,7352
Black,63,52,3
White,31,50,614
Black,41,46,235
White,190,28,9
Black,74,14,2817
White,156,22,55
White,105,30,198
Black,47,30,2786
White,91,23,745
Black,18,14,230
White,96,43,7
Black,21,63,4
Black,195,6,7
Black,27,47,1413
White,28,38,6921
White,160,22,37
White,189,4,7
White,164,6,44
Black,20,14,391
White,183,6,17
Black,189,20,7
White,52,57,2
Black,132,27,63
White,45,15,6057
Black,181,3,12
White,165,36,1
White,9,68,1
White,88,6,1572
Black,147,31,16
Black,191,20,8
Black,120,19,544
White,45,37,1508
White,136,34,6
Black,63,5,4344
White,120,8,166
White,107,15,727
White,89,28,696
Black,161,16,62
White,109,14,616
Black,172,4,23
White,27,17,2187
Black,105,17,764
White,120,34,23
Black,187,31,1
Black,65,30,1039
White,120,35,25
White,106,14,728
Black,33,9,1214
Black,113,18,426
White,47,46,140
White,115,15,524
White,84,5,1737
White,144,10,70
White,101,45,5
Black,14,2,1317
Black,27,4,3542
Black,154,16,73
White,15,25,1677
Black,57,13,5069
White,13,6,495
White,80,36,166
White,82,32,331
Black,134,33,9
White,21,41,9418
Black,179,14,24
White,121,4,294
White,14,33,8938
Black,30,38,4745
White,15,23,934
Black,42,9,2386
White,33,42,2710
White,77,35,208
White,120,11,242
Black,22,4,2555
White,40,16,6003
Black,10,48,2103
White,29,53,324
Black,51,4,5983
White,45,11,2731
White,184,25,12
White,115,36,14
Black,16,26,4886
Black,99,37,13
White,72,22,2925
White,15,30,5627
Black,94,14,1203
Black,100,14,983
Black,25,6,1549
White,32,45,1813
Black,125,16,332
Black,167,5,45
White,166,28,17
Black,195,8,5
Black,123,34,17
White,23,10,123
Black,167,12,42
White,106,45,2
Black,163,24,30
Black,161,7,43
White,183,20,20
Black,113,26,205
White,164,3,26
Black,173,22,18
Black,129,21,129
Black,87,13,1580
Black,96,44,5
Black,144,23,45
White,77,30,741
White,78,2,811
White,16,10,44
Black,187,17,16
Black,139,7,114
Black,161,1,17
Black,126,7,189
White,194,24,5
White,161,45,1
White,44,21,7621
Black,28,16,3040
White,30,46,1933
Black,17,29,7989
White,191,10,2
White,141,20,132
White,74,21,2325
Black,115,45,1
White,161,15,47
Black,62,21,3668
White,24,60,44
White,45,59,1
White,21,42,8569
White,33,40,3552
White,21,25,3899
White,147,14,118
White,79,54,1
Black,141,22,105
Black,76,18,2676
Black,88,27,600
Black,17,51,1028
White,24,56,220
Black,111,31,80
White,38,20,7506
White,28,61,7
White,104,20,688
Black,76,19,3573
Black,89,27,566
White,112,32,68
White,84,45,10
White,182,9,9
Black,128,6,249
White,11,52,1879
White,25,43,5524
Black,136,29,53
Black,72,20,2732
White,71,44,33
White,116,33,48
White,97,41,3
White,72,36,253
White,83,48,3
White,63,22,4248
White,64,2,1501
Black,97,14,1108
Black,26,11,551
White,189,16,15
Black,60,52,2
White,96,47,2
White,99,5,910
Black,140,11,128
White,100,1,118
Black,134,8,111
Black,27,20,5012
White,111,24,287
White,27,51,864
Black,135,21,98
White,135,20,165
White,30,51,548
White,52,50,22
White,32,18,4691
Black,45,18,7887
White,178,22,17
Black,174,24,12
White,9,13,19
Black,128,25,110
Black,169,18,26
Black,76,2,1155
White,157,13,51
Black,18,49,1701
White,88,39,44
Black,176,32,2
Black,123,29,85
White,36,24,8199
White,130,10,129
Black,183,8,11
White,54,4,4608
Black,143,22,98
Black,28,9,584
White,36,46,793
White,55,28,3509
Black,183,33,1
White,71,27,1886
Black,48,11,3869
Black,170,25,16
White,69,37,270
White,39,57,15
White,38,58,15
Black,68,50,2
White,9,34,10501
Black,34,24,7957
White,128,46,1
White,39,8,1342
White,144,30,30
Black,62,25,2498
White,123,16,349
White,161,1,9
Black,148,30,17
Black,24,29,8739
Black,86,6,1509
White,32,57,38
White,193,13,8
White,78,47,5
White,96,42,8
White,64,13,3569
Black,115,35,9
Black,172,22,27
Black,43,12,4430
White,43,61,4
Black,34,2,4041
